ID_ANO	PRG	ANNEE_SCOLAIRE	SITE
97450218	PRG-FLE	2015/2016	Cergy
97450218	ADEO1	2015/2016	Cergy
16902839	CPI1	2017/2018	Cergy
1461744	CPI1	2017/2018	Cergy
92070465	CPI1	2017/2018	Pau
88161594	ING1-GM	2017/2018	Cergy
88161594	ING1	2017/2018	Cergy
88161594	CPI2	2016/2017	Cergy
88161594	CPI1-CERGY	2015/2016	Cergy
88161594	CPI1	2015/2016	Cergy
22343308	ING1-GI	2017/2018	Cergy
22343308	ING1	2017/2018	Cergy
22343308	CPI2	2016/2017	Cergy
22343308	CPI1-CERGY	2015/2016	Cergy
22343308	CPI1	2015/2016	Cergy
15368940	CESM1	2017/2018	Cergy
15368940	ING1-GI	2017/2018	Cergy
15368940	ING1	2017/2018	Cergy
15368940	ING1-GI	2016/2017	Cergy
15368940	ING1	2016/2017	Cergy
15368940	CPI2-CERGY	2015/2016	Cergy
15368940	CPI2	2015/2016	Cergy
15368940	CPI1-CERGY	2014/2015	Cergy
15368940	CPI1	2014/2015	Cergy
40584544	DS	2017/2018	Cergy
40584544	ING3	2017/2018	Cergy
40584544	MI	2016/2017	Cergy
40584544	ING2	2016/2017	Cergy
40584544	ING1-GM	2015/2016	Cergy
40584544	ING1	2015/2016	Cergy
63970842	MI	2017/2018	Cergy
63970842	ING2	2017/2018	Cergy
63970842	ING1-GM	2016/2017	Cergy
63970842	ING1	2016/2017	Cergy
63970842	CPI2-CERGY	2015/2016	Cergy
63970842	CPI2	2015/2016	Cergy
63970842	CPI1-CERGY	2014/2015	Cergy
63970842	CPI1	2014/2015	Cergy
28345807	CPI1	2017/2018	Cergy
28345807	CPI1	2016/2017	Cergy
19559099	CPI1	2017/2018	Cergy
79444588	CPI1	2017/2018	Cergy
77372130	CPI2	2017/2018	Cergy
77372130	CPI1	2016/2017	Cergy
50654479	CESM1	2017/2018	Cergy
50654479	SIE	2017/2018	Cergy
50654479	GI	2017/2018	Cergy
50654479	ING2	2017/2018	Cergy
50654479	SIE	2016/2017	Cergy
50654479	GI	2016/2017	Cergy
50654479	ING2	2016/2017	Cergy
50654479	ING1-GI	2015/2016	Cergy
50654479	ING1	2015/2016	Cergy
50654479	ING1	2014/2015	Cergy
50654479	ING1-GI	2014/2015	Cergy
50654479	CPI2	2013/2014	Cergy
50654479	CPI1	2012/2013	Cergy
85976054	CPI1	2017/2018	Cergy
85976054	CPI1	2016/2017	Cergy
68554527	CPI1	2017/2018	Cergy
91163293	CPI1	2017/2018	Cergy
80631653	CPI1	2017/2018	Cergy
93764206	SMART	2016/2017	Cergy
93764206	ING3	2016/2017	Cergy
93764206	GI	2015/2016	Cergy
93764206	GSI	2015/2016	Cergy
93764206	ING2	2015/2016	Cergy
93764206	ING1	2014/2015	Cergy
93764206	ING1-GI	2014/2015	Cergy
92350483	CPI1	2017/2018	Cergy
21899257	MIAGE-IF (DS)	2015/2016	Cergy
21899257	DS	2015/2016	Cergy
21899257	ING3	2015/2016	Cergy
21899257	IO-DECISION	2014/2015	Cergy
21899257	MI	2014/2015	Cergy
21899257	ING2	2014/2015	Cergy
21899257	MAAP	2013/2014	Cergy
21899257	ING1	2013/2014	Cergy
78834820	M272-IEF	2016/2017	Cergy
78834820	IFI	2016/2017	Cergy
78834820	ING3	2016/2017	Cergy
78834820	MA-M1	2015/2016	Cergy
78834820	MF	2015/2016	Cergy
78834820	ING2	2015/2016	Cergy
78834820	ING1	2014/2015	Cergy
78834820	ING1-GM	2014/2015	Cergy
78834820	CPI2	2013/2014	Cergy
78834820	CPI1	2012/2013	Cergy
4295226	CPI1	2017/2018	Cergy
36564577	CPI1	2017/2018	Cergy
9151476	CPI2	2017/2018	Cergy
9151476	CPI1	2016/2017	Cergy
9151476	CPI1-CERGY	2015/2016	Cergy
9151476	CPI1	2015/2016	Cergy
99223333	CPI1	2017/2018	Cergy
63074961	CPI1	2017/2018	Pau
90476589	ING1-GI	2017/2018	Cergy
90476589	ING1	2017/2018	Cergy
90476589	CPI2	2016/2017	Cergy
90476589	CPI1-CERGY	2015/2016	Cergy
90476589	CPI1	2015/2016	Cergy
16550255	CPI2	2017/2018	Pau
16550255	CPI1	2016/2017	Pau
90924826	GSI	2017/2018	Pau
90924826	GI	2017/2018	Pau
90924826	ING2	2017/2018	Pau
90924826	ING1-GI	2016/2017	Pau
90924826	ING1	2016/2017	Pau
90924826	CPI2-PAU	2015/2016	Pau
90924826	CPI2	2015/2016	Pau
90924826	CPI1-PAU	2014/2015	Pau
90924826	CPI1	2014/2015	Pau
16633994	CPI2	2017/2018	Cergy
16633994	CPI1	2016/2017	Cergy
31527992	CPI2	2017/2018	Cergy
31527992	CPI1	2016/2017	Cergy
108815	CPI2	2017/2018	Pau
108815	CPI1	2016/2017	Pau
27122518	IFI	2017/2018	Cergy
27122518	ING3	2017/2018	Cergy
27122518	CESM1	2016/2017	Cergy
27122518	CESM2	2016/2017	Cergy
27122518	MMD-MA-STAT	2015/2016	Cergy
27122518	MMD-MA	2015/2016	Cergy
27122518	MF	2015/2016	Cergy
27122518	ING2	2015/2016	Cergy
27122518	ING1	2014/2015	Cergy
27122518	ING1-GM	2014/2015	Cergy
11515020	IFI	2017/2018	Cergy
11515020	ING3	2017/2018	Cergy
11515020	MMD-MA-ACTU	2016/2017	Cergy
11515020	MF	2016/2017	Cergy
11515020	ING2	2016/2017	Cergy
11515020	ING1-GM	2015/2016	Cergy
11515020	ING1	2015/2016	Cergy
22910831	IFI	2017/2018	Cergy
22910831	ING3	2017/2018	Cergy
22910831	MF	2016/2017	Cergy
22910831	ING2	2016/2017	Cergy
22910831	ING1-GM	2015/2016	Cergy
22910831	ING1	2015/2016	Cergy
39369183	CPI1	2017/2018	Cergy
51380475	CPI2	2017/2018	Pau
51380475	CPI1	2016/2017	Pau
21592126	CPI2	2017/2018	Cergy
21592126	CPI1	2016/2017	Cergy
37438404	CPI2	2017/2018	Cergy
37438404	CPI1	2016/2017	Cergy
45340189	ING3	2017/2018	Cergy
45340189	FINTECH	2017/2018	Cergy
45340189	MI	2016/2017	Cergy
45340189	ING2	2016/2017	Cergy
45340189	ING1-GM	2015/2016	Cergy
45340189	ING1	2015/2016	Cergy
45340189	CPI2	2014/2015	Cergy
45340189	CPI1	2013/2014	Cergy
3810959	ING1-GI	2017/2018	Cergy
3810959	ING1	2017/2018	Cergy
3810959	CPI2	2016/2017	Cergy
80303097	CPI1	2017/2018	Cergy
79923969	MI	2017/2018	Cergy
79923969	ING2	2017/2018	Cergy
79923969	ING1-GM	2016/2017	Cergy
79923969	ING1	2016/2017	Cergy
79923969	ING1-GM	2015/2016	Cergy
79923969	ING1	2015/2016	Cergy
95322232	IFI	2017/2018	Cergy
95322232	ING3	2017/2018	Cergy
95322232	MMD-MA-MME	2016/2017	Cergy
95322232	MF	2016/2017	Cergy
95322232	ING2	2016/2017	Cergy
95322232	ING1-GM	2015/2016	Cergy
95322232	ING1	2015/2016	Cergy
95322232	CPI2	2014/2015	Cergy
95322232	CPI1	2013/2014	Cergy
15726604	ICC	2015/2016	Pau
15726604	ING3	2015/2016	Pau
15726604	GSI	2014/2015	Pau
15726604	ING2	2014/2015	Pau
15726604	GI	2014/2015	Pau
15726604	GSI	2013/2014	Pau
15726604	GI	2013/2014	Pau
15726604	ING2	2013/2014	Pau
15726604	MAIN	2012/2013	Pau
15726604	ING1	2012/2013	Pau
55694620	MI	2017/2018	Cergy
55694620	ING2	2017/2018	Cergy
55694620	ING1-GM	2016/2017	Cergy
55694620	ING1	2016/2017	Cergy
87720782	ING1-GI	2017/2018	Pau
87720782	ING1	2017/2018	Pau
87720782	CPI2	2016/2017	Pau
87720782	CPI1-PAU	2015/2016	Pau
87720782	CPI1	2015/2016	Pau
24240433	GEM3	2017/2018	Cergy
24240433	GSI	2016/2017	Cergy
24240433	GI	2016/2017	Cergy
24240433	ING2	2016/2017	Cergy
24240433	ING1-GI	2015/2016	Cergy
24240433	ING1	2015/2016	Cergy
24240433	CPI2	2014/2015	Cergy
24240433	CPI1	2013/2014	Cergy
92667371	BI	2016/2017	Cergy
92667371	ING3	2016/2017	Cergy
92667371	GI	2015/2016	Cergy
92667371	SIE	2015/2016	Cergy
92667371	ING2	2015/2016	Cergy
92667371	ING1	2014/2015	Cergy
92667371	ING1-GI	2014/2015	Cergy
10999893	CESM1	2016/2017	Cergy
10999893	CESM2	2016/2017	Cergy
10999893	MMD-MA-MME	2015/2016	Cergy
10999893	MMD-MA	2015/2016	Cergy
10999893	MF	2015/2016	Cergy
10999893	ING2	2015/2016	Cergy
10999893	ING1	2014/2015	Cergy
10999893	ING1-GM	2014/2015	Cergy
35809278	ING1-GM	2017/2018	Cergy
35809278	ING1	2017/2018	Cergy
35809278	CPI2	2016/2017	Cergy
35809278	CPI1-CERGY	2015/2016	Cergy
35809278	CPI1	2015/2016	Cergy
23252271	CPI2	2017/2018	Cergy
23252271	CPI1	2016/2017	Cergy
42773747	CPI1	2017/2018	Cergy
93091556	CPI1	2017/2018	Pau
93091556	CPI1	2016/2017	Pau
3382360	CPI1	2017/2018	Cergy
80012665	MF	2017/2018	Cergy
80012665	ING2	2017/2018	Cergy
80012665	ING1-GM	2016/2017	Cergy
80012665	ING1	2016/2017	Cergy
80012665	CPI2-CERGY	2015/2016	Cergy
80012665	CPI2	2015/2016	Cergy
80012665	CPI1-CERGY	2014/2015	Cergy
80012665	CPI1	2014/2015	Cergy
35762723	MI	2017/2018	Cergy
35762723	ING2	2017/2018	Cergy
35762723	ING1-GM	2016/2017	Cergy
35762723	ING1	2016/2017	Cergy
35762723	CPI2-CERGY	2015/2016	Cergy
35762723	CPI2	2015/2016	Cergy
35762723	CPI1-CERGY	2014/2015	Cergy
35762723	CPI1	2014/2015	Cergy
36336781	ING1-GI	2017/2018	Pau
36336781	ING1	2017/2018	Pau
36336781	CPI2	2016/2017	Pau
36336781	CPI1-PAU	2015/2016	Pau
36336781	CPI1	2015/2016	Pau
32999267	ING1-GI	2017/2018	Pau
32999267	ING1	2017/2018	Pau
32999267	CPI2	2016/2017	Pau
32999267	CPI1-PAU	2015/2016	Pau
32999267	CPI1	2015/2016	Pau
54344402	IERP	2016/2017	Pau
54344402	ING3	2016/2017	Pau
54344402	GI	2015/2016	Pau
54344402	GSI	2015/2016	Pau
54344402	ING2	2015/2016	Pau
54344402	GSI	2014/2015	Pau
54344402	ING2	2014/2015	Pau
54344402	GI	2014/2015	Pau
54344402	MAIN	2013/2014	Pau
54344402	ING1	2013/2014	Pau
47533991	GSI	2017/2018	Cergy
47533991	GI	2017/2018	Cergy
47533991	ING2	2017/2018	Cergy
47533991	ING1-GI	2016/2017	Cergy
47533991	ING1	2016/2017	Cergy
47533991	CPI2-CERGY	2015/2016	Cergy
47533991	CPI2	2015/2016	Cergy
47533991	CPI1-CERGY	2014/2015	Cergy
47533991	CPI1	2014/2015	Cergy
63417393	ING1-GI	2017/2018	Pau
63417393	ING1	2017/2018	Pau
69643347	CPI1	2017/2018	Cergy
51839070	MI	2017/2018	Pau
51839070	ING2	2017/2018	Pau
51839070	ING1-GM	2016/2017	Pau
51839070	ING1	2016/2017	Pau
51839070	CPI2-PAU	2015/2016	Pau
51839070	CPI2	2015/2016	Pau
51839070	CPI1-PAU	2014/2015	Pau
51839070	CPI1	2014/2015	Pau
22686365	ING1-GI	2017/2018	Cergy
22686365	ING1	2017/2018	Cergy
22686365	CPI2	2016/2017	Cergy
22686365	CPI2-CERGY	2015/2016	Cergy
22686365	CPI2	2015/2016	Cergy
22686365	CPI1-CERGY	2014/2015	Cergy
22686365	CPI1	2014/2015	Cergy
97079370	IMSI	2017/2018	Pau
97079370	ING3	2017/2018	Pau
97079370	MI	2016/2017	Pau
97079370	ING2	2016/2017	Pau
97079370	ING1-GM	2015/2016	Pau
97079370	ING1	2015/2016	Pau
97079370	CPI2	2014/2015	Pau
97079370	CPI1	2013/2014	Pau
97079370	CPI1	2012/2013	Pau
75807525	ING1-GM	2017/2018	Cergy
75807525	ING1	2017/2018	Cergy
83870742	BI	2017/2018	Cergy
83870742	ING3	2017/2018	Cergy
83870742	SIE	2016/2017	Cergy
83870742	GI	2016/2017	Cergy
83870742	ING2	2016/2017	Cergy
83870742	ING1-GI	2015/2016	Cergy
83870742	ING1	2015/2016	Cergy
83870742	CPI2	2014/2015	Cergy
83870742	CPI1	2013/2014	Cergy
15458082	ING1-GI	2017/2018	Pau
15458082	ING1	2017/2018	Pau
15458082	CPI2	2016/2017	Pau
15458082	CPI1-PAU	2015/2016	Pau
15458082	CPI1	2015/2016	Pau
15458082	CPI1-PAU	2014/2015	Pau
15458082	CPI1	2014/2015	Pau
39765361	CPI1	2017/2018	Pau
35967334	CPI1	2017/2018	Cergy
2481700	ING1-GI	2017/2018	Cergy
2481700	ING1	2017/2018	Cergy
2481700	CPI2	2016/2017	Cergy
2481700	CPI1-CERGY	2015/2016	Cergy
2481700	CPI1	2015/2016	Cergy
69366018	ICC	2017/2018	Pau
69366018	ING3	2017/2018	Pau
69366018	GSI	2016/2017	Pau
69366018	GI	2016/2017	Pau
69366018	ING2	2016/2017	Pau
69366018	ING1-GI	2015/2016	Pau
69366018	ING1	2015/2016	Pau
69366018	CPI2	2014/2015	Pau
69366018	CPI1	2013/2014	Pau
78756203	IMSI	2017/2018	Pau
78756203	ING3	2017/2018	Pau
78756203	MI	2016/2017	Pau
78756203	ING2	2016/2017	Pau
78756203	ING1-GM	2015/2016	Pau
78756203	ING1	2015/2016	Pau
78756203	ING1	2014/2015	Pau
78756203	ING1-GM	2014/2015	Pau
78756203	CPI2	2013/2014	Pau
78756203	CPI1	2012/2013	Pau
37498094	VISUAL	2017/2018	Cergy
37498094	ING3	2017/2018	Cergy
37498094	GSI	2016/2017	Cergy
37498094	GI	2016/2017	Cergy
37498094	ING2	2016/2017	Cergy
37498094	ING1-GI	2015/2016	Cergy
37498094	ING1	2015/2016	Cergy
37498094	CPI2	2014/2015	Cergy
37498094	CPI1	2013/2014	Cergy
69908387	ING1-GM	2017/2018	Cergy
69908387	ING1	2017/2018	Cergy
82097731	CPI2	2017/2018	Cergy
82097731	CPI1	2016/2017	Cergy
73176624	DS	2017/2018	Cergy
73176624	ING3	2017/2018	Cergy
73176624	MI	2016/2017	Cergy
73176624	ING2	2016/2017	Cergy
73176624	ING1-GM	2015/2016	Cergy
73176624	ING1	2015/2016	Cergy
73176624	ING1	2014/2015	Cergy
73176624	ING1-GM	2014/2015	Cergy
27076077	SIE	2017/2018	Cergy
27076077	GI	2017/2018	Cergy
27076077	ING2	2017/2018	Cergy
27076077	ING1-GI	2016/2017	Cergy
27076077	ING1	2016/2017	Cergy
21998668	MI	2017/2018	Cergy
21998668	ING2	2017/2018	Cergy
21998668	ING1-GM	2016/2017	Cergy
21998668	ING1	2016/2017	Cergy
21998668	CPI2-CERGY	2015/2016	Cergy
21998668	CPI2	2015/2016	Cergy
21998668	CPI1-CERGY	2014/2015	Cergy
21998668	CPI1	2014/2015	Cergy
8173883	ING1-GM	2017/2018	Cergy
8173883	ING1	2017/2018	Cergy
21114654	CPI2	2017/2018	Cergy
21114654	CPI1	2016/2017	Cergy
55809429	ING1-GI	2017/2018	Cergy
55809429	ING1	2017/2018	Cergy
26866111	BI	2017/2018	Cergy
26866111	ING3	2017/2018	Cergy
26866111	SIE	2016/2017	Cergy
26866111	GI	2016/2017	Cergy
26866111	ING2	2016/2017	Cergy
26866111	ING1-GI	2015/2016	Cergy
26866111	ING1	2015/2016	Cergy
26866111	CPI2	2014/2015	Cergy
26866111	CPI1	2013/2014	Cergy
80618996	SIE	2017/2018	Cergy
80618996	GI	2017/2018	Cergy
80618996	ING2	2017/2018	Cergy
80618996	ING1-GI	2016/2017	Cergy
80618996	ING1	2016/2017	Cergy
80618996	CPI2-CERGY	2015/2016	Cergy
80618996	CPI2	2015/2016	Cergy
80618996	CPI1-CERGY	2014/2015	Cergy
80618996	CPI1	2014/2015	Cergy
71932427	ING1-GM	2017/2018	Cergy
71932427	ING1	2017/2018	Cergy
71932427	CPI2	2016/2017	Cergy
71932427	CPI1-CERGY	2015/2016	Cergy
71932427	CPI1	2015/2016	Cergy
78494314	CPI1	2017/2018	Cergy
78494314	CPI1	2016/2017	Cergy
58621888	GI	2017/2018	Cergy
58621888	ING2	2017/2018	Cergy
58621888	SIE	2013/2014	Cergy
58621888	GI	2013/2014	Cergy
58621888	ING2	2013/2014	Cergy
58621888	SIE	2012/2013	Cergy
58621888	ING2	2012/2013	Cergy
2162200	ING1-GI	2017/2018	Cergy
2162200	ING1	2017/2018	Cergy
2162200	CPI2	2016/2017	Cergy
39125325	CPI1	2017/2018	Cergy
23415476	MA-M1	2017/2018	Cergy
23415476	MF	2017/2018	Cergy
23415476	ING2	2017/2018	Cergy
23415476	ING1-GM	2016/2017	Cergy
23415476	ING1	2016/2017	Cergy
67723111	CPI1	2017/2018	Cergy
11402191	VISUAL	2017/2018	Cergy
11402191	ING3	2017/2018	Cergy
11402191	GSI	2016/2017	Cergy
11402191	GI	2016/2017	Cergy
11402191	ING2	2016/2017	Cergy
11402191	ING1-GI	2015/2016	Cergy
11402191	ING1	2015/2016	Cergy
72747085	ING1-GI	2017/2018	Cergy
72747085	ING1	2017/2018	Cergy
72747085	CPI2	2016/2017	Cergy
72747085	CPI1-CERGY	2015/2016	Cergy
72747085	CPI1	2015/2016	Cergy
92025375	CPI1	2017/2018	Pau
92025375	CPI1	2016/2017	Pau
29748153	CPI2	2017/2018	Pau
29748153	CPI1	2016/2017	Pau
4148082	SMART	2016/2017	Cergy
4148082	ING3	2016/2017	Cergy
4148082	GI	2015/2016	Cergy
4148082	GSI	2015/2016	Cergy
4148082	ING2	2015/2016	Cergy
9527299	ICC	2016/2017	Pau
9527299	ING3	2016/2017	Pau
9527299	GI	2015/2016	Pau
9527299	GSI	2015/2016	Pau
9527299	ING2	2015/2016	Pau
9527299	ING1	2014/2015	Pau
9527299	ING1-GI	2014/2015	Pau
9527299	CPI2	2013/2014	Pau
9527299	CPI1	2012/2013	Pau
43571560	CPI1	2017/2018	Pau
36993302	ING1-GM	2017/2018	Cergy
36993302	ING1	2017/2018	Cergy
70339947	GSI	2017/2018	Cergy
70339947	GI	2017/2018	Cergy
70339947	ING2	2017/2018	Cergy
70339947	ING1-GI	2016/2017	Cergy
70339947	ING1	2016/2017	Cergy
56852849	ING1-GI	2017/2018	Pau
56852849	ING1	2017/2018	Pau
56852849	CPI2	2016/2017	Pau
56852849	CPI1-PAU	2015/2016	Pau
56852849	CPI1	2015/2016	Pau
59029268	ADEO1	2017/2018	Cergy
20593614	CPI1	2017/2018	Cergy
26282080	CPI2	2017/2018	Cergy
26282080	CPI1	2016/2017	Cergy
56496956	GSI	2017/2018	Cergy
56496956	GI	2017/2018	Cergy
56496956	ING2	2017/2018	Cergy
56496956	ING1-GI	2016/2017	Cergy
56496956	ING1	2016/2017	Cergy
61925010	ING1-GI	2017/2018	Cergy
61925010	ING1	2017/2018	Cergy
61925010	CPI2	2016/2017	Cergy
61925010	CPI1-CERGY	2015/2016	Cergy
61925010	CPI1	2015/2016	Cergy
70773117	ING1-GI	2017/2018	Pau
70773117	ING1	2017/2018	Pau
97745391	GI	2017/2018	Cergy
97745391	ING2	2017/2018	Cergy
23312324	DS	2017/2018	Cergy
23312324	ING3	2017/2018	Cergy
23312324	IO-DECISION	2016/2017	Cergy
23312324	MI	2016/2017	Cergy
23312324	ING2	2016/2017	Cergy
23312324	ING1-GM	2015/2016	Cergy
23312324	ING1	2015/2016	Cergy
5931242	ING1-GI	2017/2018	Cergy
5931242	ING1	2017/2018	Cergy
5931242	CPI2	2016/2017	Cergy
5931242	CPI1-CERGY	2015/2016	Cergy
5931242	CPI1	2015/2016	Cergy
59044860	SMART	2017/2018	Cergy
59044860	ING3	2017/2018	Cergy
81829522	ING1-GI	2017/2018	Cergy
81829522	ING1	2017/2018	Cergy
17608234	BI	2017/2018	Cergy
17608234	ING3	2017/2018	Cergy
17608234	SIE	2016/2017	Cergy
17608234	GI	2016/2017	Cergy
17608234	ING2	2016/2017	Cergy
17608234	ING1-GI	2015/2016	Cergy
17608234	ING1	2015/2016	Cergy
17608234	CPI2	2014/2015	Cergy
17608234	CPI1	2013/2014	Cergy
69981489	ING1-GI	2017/2018	Pau
69981489	ING1	2017/2018	Pau
69981489	CPI2	2016/2017	Pau
69981489	CPI1-PAU	2015/2016	Pau
69981489	CPI1	2015/2016	Pau
2344168	CPI1	2017/2018	Cergy
52676689	CPI2	2017/2018	Pau
52676689	CPI1	2016/2017	Pau
66184842	ING1-GM	2017/2018	Cergy
66184842	ING1	2017/2018	Cergy
10533057	ING1-GI	2017/2018	Cergy
10533057	ING1	2017/2018	Cergy
10533057	CPI2	2016/2017	Cergy
10533057	CPI1-CERGY	2015/2016	Cergy
10533057	CPI1	2015/2016	Cergy
75127473	CPI2	2017/2018	Pau
75127473	CPI1	2016/2017	Pau
75127473	CPI1-PAU	2015/2016	Pau
75127473	CPI1	2015/2016	Pau
23712167	GSI	2017/2018	Cergy
23712167	GI	2017/2018	Cergy
23712167	ING2	2017/2018	Cergy
23712167	ING1-GI	2016/2017	Cergy
23712167	ING1	2016/2017	Cergy
23712167	CPI2-CERGY	2015/2016	Cergy
23712167	CPI2	2015/2016	Cergy
23712167	CPI1-CERGY	2014/2015	Cergy
23712167	CPI1	2014/2015	Cergy
51286030	ADEO2	2017/2018	Cergy
51286030	ADEO1	2016/2017	Cergy
58086789	CPI1	2017/2018	Cergy
94564766	CPI2	2017/2018	Cergy
94564766	CPI1	2016/2017	Cergy
95464962	IFI	2017/2018	Cergy
95464962	ING3	2017/2018	Cergy
95464962	MMD-MA-ACTU	2016/2017	Cergy
95464962	MF	2016/2017	Cergy
95464962	ING2	2016/2017	Cergy
95464962	ING1-GM	2015/2016	Cergy
95464962	ING1	2015/2016	Cergy
23583347	CPI1	2017/2018	Cergy
50752228	CPI2	2017/2018	Cergy
50752228	CPI1	2016/2017	Cergy
74598719	GI	2017/2018	Cergy
74598719	ING2	2017/2018	Cergy
35373368	CPI2	2017/2018	Cergy
35373368	CPI1	2016/2017	Cergy
34717133	CPI2	2017/2018	Cergy
34717133	CPI1	2016/2017	Cergy
79480235	CPI2	2017/2018	Pau
79480235	CPI1	2016/2017	Pau
93596084	CPI2	2017/2018	Pau
93596084	CPI1	2016/2017	Pau
41161670	ING1-GM	2017/2018	Cergy
41161670	ING1	2017/2018	Cergy
41161670	CPI2	2016/2017	Cergy
41161670	CPI1-CERGY	2015/2016	Cergy
41161670	CPI1	2015/2016	Cergy
95792978	ING1-GM	2017/2018	Cergy
95792978	ING1	2017/2018	Cergy
95792978	CPI2	2016/2017	Cergy
95792978	CPI1-CERGY	2015/2016	Cergy
95792978	CPI1	2015/2016	Cergy
27103163	ING1-GM	2017/2018	Cergy
27103163	ING1	2017/2018	Cergy
27103163	CPI-PACES	2016/2017	Cergy
93923961	ING1-GM	2017/2018	Cergy
93923961	ING1	2017/2018	Cergy
92519269	CPI1	2017/2018	Pau
91263428	ING1-GM	2017/2018	Cergy
91263428	ING1	2017/2018	Cergy
91263428	CPI2	2016/2017	Cergy
91263428	CPI1-CERGY	2015/2016	Cergy
91263428	CPI1	2015/2016	Cergy
5566701	CPI1	2017/2018	Cergy
45239620	MMD-MA-ACTU	2017/2018	Cergy
45239620	MF	2017/2018	Cergy
45239620	ING2	2017/2018	Cergy
45239620	ING1-GM	2016/2017	Cergy
45239620	ING1	2016/2017	Cergy
91358090	SECINF	2017/2018	Cergy
91358090	ING3	2017/2018	Cergy
91358090	GSI	2016/2017	Cergy
91358090	GI	2016/2017	Cergy
91358090	ING2	2016/2017	Cergy
91358090	ING1-GI	2015/2016	Cergy
91358090	ING1	2015/2016	Cergy
91358090	CPI2	2014/2015	Cergy
91358090	CPI1	2013/2014	Cergy
56919589	ING1-GI	2017/2018	Cergy
56919589	ING1	2017/2018	Cergy
56919589	CPI2	2016/2017	Cergy
56919589	CPI1-CERGY	2015/2016	Cergy
56919589	CPI1	2015/2016	Cergy
61016650	MI	2017/2018	Pau
61016650	ING2	2017/2018	Pau
61016650	ING1-GM	2016/2017	Pau
61016650	ING1	2016/2017	Pau
87261141	IFI	2017/2018	Cergy
87261141	ING3	2017/2018	Cergy
87261141	MMD-MA-ACTU	2016/2017	Cergy
87261141	MF	2016/2017	Cergy
87261141	ING2	2016/2017	Cergy
87261141	ING1-GM	2015/2016	Cergy
87261141	ING1	2015/2016	Cergy
90237539	CPI1	2017/2018	Cergy
18184211	MI	2017/2018	Cergy
18184211	ING2	2017/2018	Cergy
18184211	ING1-GI	2016/2017	Cergy
18184211	ING1-GM	2016/2017	Cergy
18184211	ING1	2016/2017	Cergy
18184211	CPI2-CERGY	2015/2016	Cergy
18184211	CPI2	2015/2016	Cergy
18184211	CPI1-CERGY	2014/2015	Cergy
18184211	CPI1	2014/2015	Cergy
28663080	DS	2017/2018	Cergy
28663080	ING3	2017/2018	Cergy
28663080	MI	2016/2017	Cergy
28663080	ING2	2016/2017	Cergy
28663080	ING1-GM	2015/2016	Cergy
28663080	ING1	2015/2016	Cergy
28663080	CPI2	2014/2015	Cergy
28663080	CPI1	2013/2014	Cergy
60310527	CPI1	2017/2018	Cergy
73238723	ING1-GI	2017/2018	Cergy
73238723	ING1	2017/2018	Cergy
56961887	CPI2	2017/2018	Cergy
56961887	CPI1	2016/2017	Cergy
55857849	SECINF	2017/2018	Cergy
55857849	ING3	2017/2018	Cergy
55857849	GSI	2016/2017	Cergy
55857849	GI	2016/2017	Cergy
55857849	ING2	2016/2017	Cergy
55857849	ING1-GI	2015/2016	Cergy
55857849	ING1	2015/2016	Cergy
55857849	CPI2	2014/2015	Cergy
55857849	CPI1	2013/2014	Cergy
61586552	SIE	2017/2018	Pau
61586552	GI	2017/2018	Pau
61586552	ING2	2017/2018	Pau
61586552	ING1-GI	2016/2017	Pau
61586552	ING1	2016/2017	Pau
61586552	CPI2-PAU	2015/2016	Pau
61586552	CPI2	2015/2016	Pau
61586552	CPI2	2014/2015	Pau
61586552	CPI1	2013/2014	Pau
11106724	GSI	2017/2018	Pau
11106724	GI	2017/2018	Pau
11106724	ING2	2017/2018	Pau
11106724	ING1-GI	2016/2017	Pau
11106724	ING1	2016/2017	Pau
11106724	CPI2-PAU	2015/2016	Pau
11106724	CPI2	2015/2016	Pau
11106724	CPI1-PAU	2014/2015	Pau
11106724	CPI1	2014/2015	Pau
58170545	ING1-GM	2017/2018	Cergy
58170545	ING1	2017/2018	Cergy
58170545	CPI2	2016/2017	Cergy
58170545	CPI1-CERGY	2015/2016	Cergy
58170545	CPI1	2015/2016	Cergy
66740336	ING1-GM	2017/2018	Pau
66740336	ING1	2017/2018	Pau
66740336	CPI2	2016/2017	Pau
66740336	CPI1-PAU	2015/2016	Pau
66740336	CPI1	2015/2016	Pau
25949068	CPI1	2017/2018	Cergy
49744632	CPI1	2017/2018	Pau
5881136	CPI1	2017/2018	Cergy
61082437	ING1-GM	2017/2018	Cergy
61082437	ING1	2017/2018	Cergy
47191468	CPI2	2017/2018	Cergy
47191468	CPI1	2016/2017	Cergy
54552201	CPI1	2017/2018	Cergy
86357112	M104F	2016/2017	Cergy
86357112	IFI	2016/2017	Cergy
86357112	ING3	2016/2017	Cergy
86357112	MA-M1	2015/2016	Cergy
86357112	MF	2015/2016	Cergy
86357112	ING2	2015/2016	Cergy
86357112	ING1	2014/2015	Cergy
86357112	ING1-GM	2014/2015	Cergy
86357112	CPI2	2013/2014	Cergy
86357112	CPI1	2012/2013	Cergy
96198428	CPI1	2017/2018	Cergy
67416498	MI	2017/2018	Cergy
67416498	ING2	2017/2018	Cergy
67416498	ING1-GI	2016/2017	Cergy
